11 1898 8997
1 192 0.152955 -0.13989
0 193 0.13668 -0.199006
1 193 0.152531 -0.19858
0 194 0.137362 -0.178419
1 194 0.153688 -0.176824
0 195 0.138208 0.0121016
1 195 0.158473 0.0244913
0 196 0.139008 -0.281323
1 196 0.153251 -0.285971
0 197 0.13995 -0.218077
1 197 0.155626 -0.218451
0 198 0.13995 -0.218077
1 198 0.155626 -0.218451
0 199 0.140091 -0.136232
1 199 0.157398 -0.131788
0 200 0.141301 -0.0531456
1 200 0.160628 -0.0440376
0 201 0.141508 0.0229414
1 201 0.162234 0.0357552
0 202 0.142472 -0.185299
1 202 0.158987 -0.18308
0 203 0.143072 -0.00717516
1 203 0.163153 0.00448232
0 204 0.143441 -0.14443
1 204 0.161093 -0.140389
0 205 0.144915 0.00457924
1 205 0.165574 0.0177843
0 206 0.146855 0.0134607
1 206 0.167879 0.0261608
0 207 0.149817 -0.241977
1 207 0.165955 -0.243634
0 208 0.150317 -0.0344809
1 208 0.170598 -0.0239624
0 209 0.151046 0.00381953
1 209 0.172212 0.0166304
0 210 0.151063 -0.0202948
1 210 0.171792 -0.00902003
0 211 0.151774 -0.142759
1 211 0.169976 -0.138321
0 212 0.151874 -0.188837
1 212 0.16954 -0.187079
0 213 0.151954 -0.0414214
1 213 0.172431 -0.0312277
0 214 0.151974 0.0305624
1 214 0.173511 0.0448017
0 215 0.1542 -0.0311852
1 215 0.174716 -0.019987
0 216 0.155494 -0.179782
1 216 0.173595 -0.177297
0 217 0.155494 -0.179782
1 217 0.173595 -0.177297
0 218 0.155925 0.0402173
1 218 0.177892 0.0553684
0 219 0.156494 -0.0573122
1 219 0.176782 -0.0477576
0 220 0.157834 -0.0192128
1 220 0.178724 -0.00760038
0 221 0.157842 0.007336
1 221 0.179138 0.0215786
0 222 0.158896 -0.181315
1 222 0.177141 -0.179257
0 223 0.15982 -0.155563
1 223 0.178218 -0.151347
0 224 0.160348 -0.0791752
1 224 0.18045 -0.0705557
0 225 0.160482 -0.270901
1 225 0.176996 -0.274057
0 226 0.160482 -0.270901
1 226 0.176996 -0.274057
0 227 0.160748 0.016789
1 227 0.182859 0.0302725
0 228 0.161312 -0.061388
1 228 0.181447 -0.0508529
0 229 0.162457 -0.0681454
1 229 0.182929 -0.0582062
0 230 0.163156 -0.147457
1 230 0.182046 -0.142627
0 231 0.166459 -0.0109397
1 231 0.188489 0.00209489
0 232 0.166459 -0.0109397
1 232 0.188489 0.00209489
0 233 0.166584 -0.0599091
1 233 0.187289 -0.0494442
0 234 0.167051 -0.0744823
1 234 0.187632 -0.0649152
0 235 0.167287 -0.182635
1 235 0.185905 -0.179575
0 236 0.167446 -0.192
1 236 0.185815 -0.189476
0 237 0.167446 -0.192
1 237 0.185815 -0.189476
0 238 0.167508 -0.308089
1 238 0.18354 -0.313389
0 239 0.168628 -0.256046
1 239 0.185979 -0.257854
0 240 0.168628 -0.256046
1 240 0.185979 -0.257854
0 241 0.168886 -0.16661
1 241 0.187632 -0.162747
0 242 0.169117 -0.0862812
1 242 0.189744 -0.0769807
0 243 0.169409 -0.0727175
1 243 0.190586 -0.0627203
0 244 0.171569 -0.0982446
1 244 0.191818 -0.0896238
0 245 0.172331 0.0129561
1 245 0.195187 0.0273415
0 246 0.172331 0.0129561
1 246 0.195187 0.0273415
0 247 0.172741 0.0571528
1 247 0.196643 0.0747326
0 248 0.172785 -0.0751492
1 248 0.193704 -0.0653669
0 249 0.174124 -0.0821801
1 249 0.195082 -0.07286
0 250 0.175644 -0.182257
1 250 0.194387 -0.178885
0 251 0.176435 -0.202099
1 251 0.195069 -0.200038
0 252 0.176934 -0.298329
1 252 0.193805 -0.302937
0 253 0.177305 -0.288802
1 253 0.194201 -0.292909
0 254 0.177607 -0.124591
1 254 0.197859 -0.117304
0 255 0.179876 -0.196971
1 255 0.198943 -0.194696
0 256 0.180949 -0.0512744
1 256 0.203424 -0.039609
0 257 0.181151 0.0365429
1 257 0.199708 0.0543428
0 258 0.182693 -0.109369
1 258 0.204021 -0.100746
0 259 0.183912 0.00851999
1 259 0.207824 0.0241225
0 260 0.185973 0.0127303
1 260 0.209746 0.0284161
0 261 0.186453 -0.0207759
1 261 0.209451 -0.00608162
0 262 0.186709 0.0432867
1 262 0.2112 0.0612467
0 263 0.187904 -0.252126
1 263 0.206696 -0.252574
0 264 0.189261 -0.168682
1 264 0.209673 -0.163502
0 265 0.189691 -0.0304735
1 265 0.213143 -0.0168223
0 266 0.189749 -0.147357
1 266 0.210963 -0.140321
0 267 0.189928 -0.0434981
1 267 0.216946 -0.033107
0 268 0.190022 -0.206637
1 268 0.21028 -0.204028
0 269 0.190523 -0.312944
1 269 0.208695 -0.318351
0 270 0.190705 -0.223667
1 270 0.210259 -0.222083
0 271 0.190857 -0.0278866
1 271 0.214101 -0.0130324
0 272 0.191953 -0.15901
1 272 0.212905 -0.153037
0 273 0.191953 -0.15901
1 273 0.212905 -0.153037
0 274 0.192492 -0.0934092
1 274 0.208898 -0.0835169
0 275 0.192492 -0.0934092
1 275 0.208898 -0.0835169
0 276 0.193018 -0.291351
1 276 0.211669 -0.294343
0 277 0.193142 -0.051591
1 277 0.216492 -0.0388149
0 278 0.193205 -0.154645
1 278 0.214685 -0.148473
0 279 0.193205 -0.154645
1 279 0.214685 -0.148473
0 280 0.193562 -0.0686007
1 280 0.216576 -0.0568627
0 281 0.193594 -0.177701
1 281 0.21465 -0.173061
0 282 0.194641 -0.110135
1 282 0.216474 -0.100732
0 283 0.194715 -0.163663
1 283 0.216126 -0.158352
0 284 0.195567 -0.0369814
1 284 0.219621 -0.0235844
0 285 0.195802 -0.304983
1 285 0.214181 -0.309114
0 286 0.197208 0.055033
1 286 0.134271 0.0727714
0 287 0.197936 -0.30085
1 287 0.216896 -0.304678
0 288 0.198703 -0.133406
1 288 0.221125 -0.125617
0 289 0.199151 -0.122035
1 289 0.22172 -0.112838
0 290 0.200605 -0.166225
1 290 0.222745 -0.160543
0 291 0.200625 -0.289189
1 291 0.220129 -0.29169
0 292 0.200625 -0.289189
1 292 0.220129 -0.29169
0 293 0.200852 -0.151496
1 293 0.223276 -0.145154
0 294 0.202142 -0.105255
1 294 0.225217 -0.0953908
0 295 0.202784 -0.171231
1 295 0.224612 -0.164952
0 296 0.202923 -0.263986
1 296 0.223046 -0.264833
0 297 0.203304 -0.193158
1 297 0.224884 -0.1893
0 298 0.203456 -0.115106
1 298 0.226434 -0.105826
0 299 0.203678 -0.243282
1 299 0.223738 -0.242489
0 300 0.203678 -0.243282
1 300 0.223738 -0.242489
0 301 0.203888 -0.184421
1 301 0.226008 -0.179897
0 302 0.204673 -0.0516868
1 302 0.228932 -0.0382424
0 303 0.205116 -0.0891957
1 303 0.228858 -0.0782407
0 304 0.205522 -0.200399
1 304 0.227158 -0.196351
0 305 0.205691 -0.126729
1 305 0.228826 -0.118158
0 306 0.207029 -0.299073
1 306 0.227019 -0.302298
0 307 0.207769 0.0340416
1 307 0.233943 0.0531839
0 308 0.207778 -0.312839
1 308 0.227349 -0.316957
0 309 0.208138 -0.0322708
1 309 0.232949 -0.0171296
0 310 0.208553 -0.0551725
1 310 0.231801 -0.0433175
0 311 0.209162 0.000218911
1 311 0.235392 0.0173437
0 312 0.209165 -0.277146
1 312 0.229676 -0.278577
0 313 0.209528 -0.221855
1 313 0.230667 -0.219477
0 314 0.209731 -0.12086
1 314 0.23338 -0.111929
0 315 0.209731 -0.12086
1 315 0.23338 -0.111929
0 316 0.210241 -0.194322
1 316 0.233017 -0.190835
0 317 0.210751 -0.151016
1 317 0.233946 -0.143844
0 318 0.210887 -0.183851
1 318 0.233389 -0.178904
0 319 0.211511 -0.250568
1 319 0.232665 -0.250008
0 320 0.211511 -0.250568
1 320 0.232665 -0.250008
0 321 0.211666 -0.239038
1 321 0.232588 -0.237348
0 322 0.2118 -0.0583252
1 322 0.23691 -0.0446275
0 323 0.212299 -0.0999567
1 323 0.236104 -0.0890477
0 324 0.212635 -0.295453
1 324 0.231684 -0.295734
0 325 0.213662 -0.263357
1 325 0.235135 -0.263773
0 326 0.213688 -0.202033
1 326 0.236308 -0.19706
0 327 0.214775 -0.116539
1 327 0.238928 -0.106797
0 328 0.214962 -0.161468
1 328 0.238638 -0.154654
0 329 0.215246 0.0320509
1 329 0.242302 0.0518232
0 330 0.215246 0.0320509
1 330 0.242302 0.0518232
0 331 0.215447 -0.10387
1 331 0.239838 -0.093041
0 332 0.215468 0.0408948
1 332 0.242149 0.0610233
0 333 0.215524 0.0267771
1 333 0.24255 0.046174
0 334 0.215694 0.0135182
1 334 0.242744 0.0318675
0 334 0.215932 0.0134148
0 335 0.216133 -0.0701238
1 335 0.24111 -0.0568467
0 336 0.217132 -0.161055
1 336 0.240399 -0.153566
0 337 0.217692 -0.00154099
1 337 0.244217 0.0161132
0 338 0.21776 -0.0944223
1 338 0.242868 -0.0825135
0 339 0.21776 -0.0944223
1 339 0.242868 -0.0825135
0 340 0.218362 -0.281476
1 340 0.239766 -0.28283
0 341 0.218909 -0.18677
1 341 0.24252 -0.182688
0 342 0.218925 -0.0428564
1 342 0.24401 -0.0280666
0 343 0.219005 -0.214147
1 343 0.24199 -0.210154
0 344 0.219022 -0.262379
1 344 0.240681 -0.262297
0 345 0.21914 -0.00861792
1 345 0.24549 0.00898376
0 346 0.219679 -0.286309
1 346 0.241058 -0.287937
0 347 0.220233 -0.0214958
1 347 0.246567 -0.00480115
0 348 0.220656 -0.122817
1 348 0.244988 -0.112834
0 349 0.220711 -0.0477474
1 349 0.246587 -0.0327725
0 350 0.220711 -0.0477474
1 350 0.246587 -0.0327725
0 351 0.220949 -0.154654
1 351 0.244803 -0.14693
0 352 0.221568 -0.0124278
1 352 0.24844 0.00507925
0 353 0.221845 -0.237968
1 353 0.243834 -0.235877
0 354 0.221918 -0.301176
1 354 0.242787 -0.303826
0 355 0.222294 0.0230221
1 355 0.249409 0.0429241
0 356 0.223128 -0.0177444
1 356 0.249493 -0.00100459
0 357 0.223236 -0.197387
1 357 0.246638 -0.192677
0 358 0.223255 -0.105198
1 358 0.247526 -0.0938536
0 359 0.223478 -0.266289
1 359 0.245678 -0.266185
0 360 0.223867 -0.210873
1 360 0.247039 -0.206945
0 361 0.223867 -0.210873
1 361 0.247039 -0.206945
0 362 0.226493 -0.100239
1 362 0.251451 -0.0883934
0 363 0.226769 -0.217764
1 363 0.249651 -0.214622
0 364 0.22822 -0.2316
1 364 0.250565 -0.228791
0 365 0.228587 -0.164567
1 365 0.252955 -0.157967
0 366 0.229468 -0.00466641
1 366 0.187091 0.00992458
0 367 0.229659 -0.251075
1 367 0.25271 -0.249751
0 368 0.229937 -0.268482
1 368 0.252918 -0.268389
0 369 0.230058 -0.212468
1 369 0.253968 -0.208344
0 370 0.230302 -0.22746
1 370 0.253506 -0.224306
0 371 0.230552 -0.170937
1 371 0.255586 -0.163924
0 372 0.23072 -0.29738
1 372 0.252477 -0.299272
0 373 0.230732 -0.00577676
1 373 0.258989 0.0124227
0 374 0.230978 -0.243207
1 374 0.253704 -0.241173
0 375 0.231529 0.00385232
1 375 0.259884 0.0232071
0 376 0.231529 0.00385232
1 376 0.259884 0.0232071
0 377 0.231677 -0.100207
1 377 0.257373 -0.0879539
0 378 0.231688 -0.283764
1 378 0.253843 -0.284553
0 379 0.232032 -0.0850025
1 379 0.258121 -0.0716701
0 380 0.233071 1.0685e-05
1 380 0.260638 0.018759
0 381 0.233143 -0.288448
1 381 0.255746 -0.289418
0 382 0.234164 -0.151442
1 382 0.259392 -0.142133
0 383 0.234278 0.0289603
1 383 0.263169 0.0502645
0 384 0.234294 -0.0282216
1 384 0.261835 -0.0108762
0 385 0.23488 -0.166709
1 385 0.259899 -0.159071
0 386 0.235148 -0.176291
1 386 0.260112 -0.169463
0 387 0.235208 -0.266416
1 387 0.258436 -0.26612
0 388 0.235222 0.015519
1 388 0.263934 0.0368395
0 389 0.235775 -0.211737
1 389 0.260033 -0.207483
0 390 0.235784 -0.302459
1 390 0.258471 -0.304715
0 391 0.235934 -0.201204
1 391 0.260146 -0.196338
0 392 0.236394 -0.228296
1 392 0.260537 -0.224948
0 393 0.236635 -0.249197
1 393 0.260441 -0.247357
0 394 0.236635 -0.249197
1 394 0.260441 -0.247357
0 395 0.237211 -0.290966
1 395 0.259383 -0.292613
0 396 0.237444 -0.0344109
1 396 0.26523 -0.017576
0 397 0.237809 -0.0421023
1 397 0.265194 -0.0255994
0 398 0.240326 -0.0717077
1 398 0.267646 -0.0570945
0 399 0.24082 -0.179692
1 399 0.213306 -0.176269
0 400 0.241137 -0.101935
1 400 0.268077 -0.0893708
0 401 0.242418 -0.126216
1 401 0.269135 -0.115212
0 402 0.243196 -0.253849
1 402 0.26765 -0.251823
0 403 0.244736 -0.243984
1 403 0.268662 -0.241351
0 404 0.244753 -0.269296
1 404 0.2683 -0.26874
0 405 0.24545 0.0192896
1 405 0.274932 0.0409726
0 406 0.246187 -0.0272782
1 406 0.275365 -0.00966221
0 407 0.246918 0.0209326
1 407 0.278754 0.0423954
0 408 0.246918 0.0209326
1 408 0.278754 0.0423954
0 409 0.24747 -0.28947
1 409 0.270883 -0.289909
0 410 0.248425 -0.23802
1 410 0.27368 -0.234683
0 411 0.248574 -0.206231
1 411 0.275261 -0.19998
0 412 0.248867 -0.261727
1 412 0.273588 -0.260614
0 413 0.249014 -0.265858
1 413 0.27348 -0.264918
0 414 0.249014 -0.265858
1 414 0.27348 -0.264918
0 415 0.249765 -0.301199
1 415 0.273401 -0.302745
0 416 0.250016 -0.245544
1 416 0.274888 -0.242936
0 417 0.250189 -0.233155
1 417 0.275413 -0.229043
0 418 0.251719 -0.251513
1 418 0.277175 -0.2494
0 419 0.252869 -0.281902
1 419 0.277606 -0.281537
0 420 0.255101 -0.0986802
1 420 0.284241 -0.084925
0 421 0.255207 -0.209488
1 421 0.281748 -0.203666
0 422 0.255213 -0.233413
1 422 0.280615 -0.229589
0 423 0.256148 -0.256989
1 423 0.280526 -0.255318
0 424 0.257644 -0.225201
1 424 0.283177 -0.220547
0 425 0.257859 -0.0793476
1 425 0.286348 -0.0631852
0 426 0.259668 -0.268454
1 426 0.284416 -0.266812
0 427 0.259963 -0.0995253
1 427 0.289178 -0.0853191
0 428 0.260105 -0.237118
1 428 0.286432 -0.233258
0 429 0.261271 -0.255846
1 429 0.280526 -0.255318
0 430 0.265575 -0.150458
1 430 0.294163 -0.140087
0 431 0.266639 -0.281209
1 431 0.292666 -0.280316
0 432 0.266917 -0.23706
1 432 0.294 -0.232937
0 433 0.267116 -0.260586
1 433 0.292964 -0.25841
0 434 0.267118 -0.317947
1 434 0.292436 -0.320214
0 435 0.268718 -0.157156
1 435 0.297112 -0.14677
0 436 0.269671 -0.277595
1 436 0.29611 -0.276572
0 437 0.269966 -0.0022888
1 437 0.301921 0.0194168
0 438 0.269966 -0.0022888
1 438 0.301921 0.0194168
0 392 0.270349 -0.223208
0 439 0.270452 -0.191096
1 439 0.298251 -0.182981
0 440 0.270533 -0.248211
1 440 0.335385 -0.240785
0 441 0.270535 -0.196452
1 441 0.298623 -0.189166
0 442 0.270535 -0.196452
1 442 0.298623 -0.189166
0 443 0.27082 -0.312869
1 443 0.296774 -0.314361
0 444 0.27108 -0.253202
1 444 0.298222 -0.249997
0 445 0.272036 -0.184604
1 445 0.300721 -0.176621
0 446 0.272075 -0.0816896
1 446 0.302423 -0.0643827
0 447 0.272461 -0.172534
1 447 0.301546 -0.163136
0 448 0.273014 -0.00137781
