9 2490 9623
0 160 -0.0020044 -0.219279
1 160 -0.108051 -0.146843
0 161 -0.00057236 -0.139917
1 161 -0.109368 -0.0706755
0 162 0.0004202 0.0936042
1 162 -0.128849 0.157725
0 163 0.00312044 -0.168281
1 163 -0.106786 -0.0984397
0 164 0.00409839 -0.195639
1 164 -0.104061 -0.125303
0 165 0.00418469 0.104975
1 165 -0.124533 0.16817
0 164 0.00517564 -0.196292
0 166 0.00785474 0.0934311
1 166 -0.101861 0.15121
0 167 0.00838295 0.100912
1 167 -0.120468 0.164196
0 168 0.0163068 0.0916441
1 168 -0.112321 0.155516
0 169 0.0163068 0.0916441
1 169 -0.103389 0.154447
0 170 0.0310586 0.10302
1 170 -0.0972218 0.167781
0 171 0.0322778 0.0656128
1 171 -0.0940795 0.133141
0 172 0.0499397 0.0109181
1 172 -0.0541765 0.0731559
0 173 0.0515248 0.00239197
1 173 -0.0493622 0.0598403
0 174 0.0628483 0.165072
1 174 -0.0679558 0.228382
0 175 0.0660064 0.169917
1 175 -0.065338 0.233044
0 176 0.0670057 0.161823
1 176 -0.0638122 0.224935
0 177 0.068857 0.053398
1 177 -0.0707216 0.120608
0 178 0.0744368 0.102134
1 178 -0.0645077 0.166554
0 179 0.0744368 0.102134
1 179 -0.0645077 0.166554
0 180 0.07632 0.180303
1 180 -0.0538402 0.243124
0 181 0.0843891 0.107444
1 181 -0.0570597 0.173067
0 182 0.0881404 0.12066
1 182 -0.0538269 0.185907
0 183 0.0881404 0.12066
1 183 -0.0538269 0.185907
0 184 0.0917315 0.108076
1 184 -0.0452142 0.1768
0 185 0.0944559 0.100153
1 185 -0.0448003 0.167441
0 184 0.096155 0.111243
0 186 0.100331 0.1141
1 186 -0.0408036 0.181892
0 187 0.100704 -0.14797
1 187 0.0240325 -0.0908757
0 188 0.100803 0.100896
1 188 -0.0404535 0.166335
0 189 0.105078 0.0271143
1 189 -0.0321018 0.0948461
0 190 0.105078 0.0271143
1 190 -0.0321018 0.0948461
0 191 0.108042 0.0108153
1 191 -0.0357244 0.0799654
0 192 0.108342 0.0847705
1 192 -0.0357674 0.15135
0 193 0.111565 0.0275151
1 193 -0.0261493 0.0949673
0 194 0.115003 0.0804447
1 194 -0.0300497 0.146948
0 195 0.12152 0.00810376
1 195 -0.0174539 0.0756329
0 196 0.123101 0.0758685
1 196 -0.0223604 0.143007
0 197 0.131485 0.0802511
1 197 -0.0132442 0.147221
0 198 0.136244 0.085043
1 198 -0.00881535 0.151774
0 199 0.147068 0.110515
1 199 0.00414533 0.176679
0 200 0.149274 0.12141
1 200 0.00602401 0.187278
0 201 0.150692 0.113773
1 201 0.00703646 0.179683
0 202 0.160749 0.14403
1 202 0.0234311 0.208643
0 203 0.16304 0.103258
1 203 0.020624 0.169429
0 204 0.18856 0.0884212
1 204 0.0550038 0.157888
0 205 0.195827 0.0971964
1 205 0.0670886 0.162168
0 205 0.200443 0.0967749
0 206 0.202735 0.100615
1 206 0.07085 0.165167
0 206 0.202997 0.100196
0 207 0.208464 0.0856234
1 207 0.0758847 0.150126
0 208 0.214284 0.0916774
1 208 0.0795595 0.156825
0 209 0.267053 0.00300351
1 209 0.159282 0.0673446
0 210 0.267053 0.00300351
1 210 0.159282 0.0673446
0 211 0.274701 -0.0323646
1 211 0.164252 0.0321561
0 212 0.276536 -0.0156302
1 212 0.165019 0.0500088
0 213 0.276639 -0.0220267
1 213 0.165492 0.0435153
0 214 0.277315 -0.0365912
1 214 0.166303 0.0281345
0 215 0.282973 0.0231855
1 215 0.168901 0.0883335
0 216 0.283627 0.0183277
1 216 0.16955 0.0835826
0 217 0.286627 -0.0196911
1 217 0.171439 0.0469371
0 218 0.289803 -0.0423163
1 218 0.177399 0.024012
0 219 0.291534 0.0543569
1 219 0.177933 0.119426
0 220 0.292018 0.0172117
1 220 0.175743 0.0837047
0 220 0.292053 0.0167869
0 221 0.292299 0.0717752
1 221 0.178111 0.136383
0 222 0.292998 -0.000865354
1 222 0.178226 0.0645107
0 223 0.293505 0.0609709
1 223 0.179231 0.126284
0 224 0.298015 0.0244002
1 224 0.179434 0.0905593
0 225 0.30015 -0.0645869
1 225 0.184422 0.00371928
0 226 0.302159 0.0687296
1 226 0.186525 0.133379
0 227 0.302509 0.00929904
1 227 0.18311 0.0761492
0 228 0.306401 -0.0577526
1 228 0.19066 0.00979622
0 229 0.306579 -0.0719327
1 229 0.189639 -0.00355908
0 230 0.309661 -0.0420727
1 230 0.195313 0.0250508
0 231 0.310002 0.0306557
1 231 0.190976 0.0965146
0 232 0.310313 -0.0505163
1 232 0.19639 0.0166968
0 233 0.312331 0.00836904
1 233 0.19237 0.0741033
0 234 0.312331 0.00836904
1 234 0.19237 0.0741033
0 231 0.312507 0.0303693
0 233 0.312576 0.00765965
0 231 0.313127 0.0302603
0 235 0.313409 0.0683925
1 235 0.195212 0.133465
0 236 0.314644 0.0347119
1 236 0.194606 0.100637
0 237 0.315502 -0.308201
1 237 0.187206 -0.227989
0 238 0.316074 -0.146753
1 238 0.191533 -0.0746612
0 239 0.316074 -0.146753
1 239 0.191533 -0.0746612
0 240 0.316536 -0.0562323
1 240 0.201795 0.011292
0 241 0.316576 -0.352895
1 241 0.188318 -0.269215
0 242 0.316616 -0.314342
1 242 0.187373 -0.232503
0 243 0.316745 0.0522656
1 243 0.197812 0.118817
0 244 0.317215 -0.140836
1 244 0.192507 -0.0693592
0 245 0.318802 -0.102345
1 245 0.199887 -0.0325634
0 246 0.321061 -0.0600242
1 246 0.204516 0.0082965
0 247 0.321142 -0.112747
1 247 0.202123 -0.0421704
0 248 0.321148 0.0313565
1 248 0.200527 0.0983648
0 249 0.322505 -0.328957
1 249 0.190823 -0.247319
0 250 0.322955 0.0489502
1 250 0.201223 0.11499
0 251 0.323096 -0.140769
1 251 0.197905 -0.0692033
0 252 0.323096 -0.140769
1 252 0.197905 -0.0692033
0 253 0.324958 -0.063232
1 253 0.207164 0.00494789
0 254 0.326059 -0.253775
1 254 0.195609 -0.175083
0 255 0.326109 -0.0733053
1 255 0.206665 -0.00436178
0 256 0.326109 -0.0733053
1 256 0.206665 -0.00436178
0 257 0.329551 0.0404693
1 257 0.207722 0.106405
0 258 0.330981 -0.0636682
1 258 0.212272 0.00461672
0 259 0.334085 0.0463008
1 259 0.212479 0.112365
0 260 0.334332 0.05324
1 260 0.211606 0.119733
0 261 0.337405 0.0970609
1 261 0.21759 0.16213
0 262 0.339549 -0.0843703
1 262 0.222853 -0.015609
0 263 0.341069 -0.131601
1 263 0.218657 -0.0605804
0 264 0.341333 -0.151977
1 264 0.217294 -0.0799864
0 265 0.343052 -0.114957
1 265 0.220771 -0.0443935
0 266 0.343706 -0.204105
1 266 0.224815 -0.131418
0 267 0.343706 -0.204105
1 267 0.224815 -0.131418
0 268 0.345353 -0.0896295
1 268 0.230994 -0.0233969
0 269 0.345353 -0.0896295
1 269 0.230994 -0.0233969
0 270 0.346184 -0.277258
1 270 0.209028 -0.196627
0 271 0.346485 -0.20885
1 271 0.227544 -0.135212
0 272 0.346722 -0.20093
1 272 0.228476 -0.128267
0 273 0.346963 -0.186069
1 273 0.226582 -0.112901
0 274 0.347897 -0.142461
1 274 0.224208 -0.0711771
0 275 0.35026 -0.127033
1 275 0.228893 -0.0561982
0 276 0.350941 -0.0836762
1 276 0.238194 -0.0172123
0 277 0.353537 -0.194235
1 277 0.23053 -0.120506
0 278 0.354166 -0.365597
1 278 0.232525 -0.284195
0 279 0.354272 0.0746503
1 279 0.230616 0.140789
0 280 0.355151 -0.276408
1 280 0.215258 -0.195475
0 281 0.357257 0.0545749
1 281 0.235463 0.122285
0 282 0.357674 -0.260127
1 282 0.216937 -0.17978
0 283 0.35783 -0.0190395
1 283 0.237315 0.0488274
0 284 0.368437 0.0429895
1 284 0.241505 0.110159
0 285 0.369001 -0.314314
1 285 0.223397 -0.228919
0 286 0.369153 -0.0926011
1 286 0.258893 -0.0249224
0 287 0.369178 -0.188842
1 287 0.248971 -0.116059
0 288 0.369178 -0.188842
1 288 0.248971 -0.116059
0 289 0.371464 0.032128
1 289 0.245304 0.101018
0 290 0.37386 -0.187559
1 290 0.252767 -0.1159
0 291 0.37465 -0.33764
1 291 0.233151 -0.250712
0 292 0.375328 -0.281336
1 292 0.232459 -0.196138
0 293 0.375912 0.062758
1 293 0.253611 0.127892
0 294 0.38163 -0.0139453
1 294 0.258812 0.0541259
0 294 0.381798 -0.0137615
0 295 0.384577 -0.252793
1 295 0.241772 -0.172015
0 296 0.386654 0.0881484
1 296 0.260572 0.154617
0 297 0.387127 -0.0341792
1 297 0.260969 0.0350389
0 298 0.38762 -0.0233815
1 298 0.263011 0.0451721
0 299 0.388847 -0.263585
1 299 0.265076 -0.183176
0 300 0.390959 -0.0440611
1 300 0.265891 0.02617
0 301 0.391456 0.0906905
1 301 0.265181 0.157376
0 302 0.393982 0.0691897
1 302 0.267186 0.137073
0 303 0.395846 0.0311911
1 303 0.268909 0.100654
0 304 0.396541 -0.0333144
1 304 0.269137 0.0368328
0 305 0.398119 -0.276907
1 305 0.253336 -0.191614
0 306 0.400232 -0.0351879
1 306 0.272721 0.0342932
0 307 0.405579 -0.0417964
1 307 0.277545 0.0282314
0 308 0.409282 0.0929855
1 308 0.281176 0.160104
0 309 0.410754 -0.00652767
1 309 0.285869 0.0634699
0 310 0.410754 -0.00652767
1 310 0.285869 0.0634699
0 311 0.412226 0.0975109
1 311 0.284418 0.164479
0 312 0.414914 -0.160587
1 312 0.287225 -0.0870647
0 313 0.415599 0.01107
1 313 0.285769 0.0794468
0 314 0.417195 0.0857336
1 314 0.290388 0.152967
0 315 0.417984 0.0266099
1 315 0.283455 0.0942945
0 316 0.418892 -0.192147
1 316 0.288964 -0.117043
0 317 0.42061 -0.185159
1 317 0.291349 -0.110691
0 318 0.420771 -0.0168233
1 318 0.294676 0.0520968
0 319 0.422833 -0.0730321
1 319 0.290075 -0.00131139
0 320 0.425502 -0.081579
1 320 0.291492 -0.00959026
0 321 0.429871 0.0764614
1 321 0.299665 0.143698
0 322 0.430827 0.0168891
1 322 0.299508 0.0859561
0 323 0.431647 -0.129984
1 323 0.295255 -0.0569477
0 324 0.434158 -0.0809266
1 324 0.299216 -0.00880569
0 325 0.434265 -0.123766
1 325 0.299034 -0.0493397
0 326 0.434265 -0.123766
1 326 0.299034 -0.0493397
0 327 0.437384 -0.110809
1 327 0.302908 -0.0374578
0 328 0.437487 0.0248374
1 328 0.303831 0.0940442
0 329 0.439081 -0.0925682
1 329 0.303204 -0.0199046
0 330 0.439485 -0.136235
1 330 0.303118 -0.0614083
0 331 0.441866 -0.03836
1 331 0.31022 0.0322063
0 332 0.442882 -0.0818288
1 332 0.306292 -0.00879412
0 333 0.443081 -0.0330956
1 333 0.311157 0.0375912
0 334 0.443666 0.0497151
1 334 0.31258 0.118262
0 335 0.445047 -0.0692481
1 335 0.312338 0.00115151
0 336 0.445154 -0.103242
1 336 0.310362 -0.0296134
0 337 0.447283 -0.0814001
1 337 0.311068 -0.0088781
0 338 0.447864 -0.0961612
1 338 0.311609 -0.0232752
0 339 0.449324 -0.176585
1 339 0.308416 -0.0998803
0 340 0.450225 -0.22446
1 340 0.313208 -0.144046
0 341 0.453837 -0.145199
1 341 0.314734 -0.0694303
0 342 0.454204 -0.16207
1 342 0.314548 -0.0865536
0 343 0.455504 -0.238788
1 343 0.307029 -0.15417
0 344 0.455662 -0.120754
1 344 0.319949 -0.0462474
0 345 0.456996 0.0425767
1 345 0.324637 0.111485
0 346 0.457684 -0.0799821
1 346 0.321761 -0.0077076
0 347 0.457918 0.0389296
1 347 0.326815 0.107936
0 348 0.458189 -0.0912759
1 348 0.321416 -0.018395
0 349 0.458848 -0.17693
1 349 0.318871 -0.100529
0 347 0.459404 0.0390417
0 350 0.461268 -0.153243
1 350 0.320541 -0.0772982
0 351 0.461298 -0.1553
1 351 0.321541 -0.079287
0 352 0.461491 -0.0714861
1 352 0.326673 -3.89592e-05
0 353 0.462307 -0.0117221
1 353 0.332954 0.0578929
0 354 0.463757 -0.00901059
1 354 0.337533 0.0598106
0 355 0.463801 -0.0771642
1 355 0.327321 -0.00482573
0 355 0.464229 -0.0787337
0 356 0.464466 -0.163646
1 356 0.323928 -0.0871217
0 357 0.465629 -0.0256462
1 357 0.336962 0.0440457
0 357 0.465766 -0.0254881
0 358 0.467539 -0.182619
1 358 0.328471 -0.107052
0 359 0.468653 -0.0778342
1 359 0.332112 -0.0050259
0 1 0.468653 -0.0778342
0 360 0.468914 -0.188992
1 360 0.334402 -0.112937
0 361 0.468914 -0.188992
1 361 0.334402 -0.112937
0 362 0.470619 -0.149687
1 362 0.32928 -0.0734508
0 363 0.471648 -0.199126
1 363 0.337833 -0.11901
0 364 0.474478 0.0431654
1 364 0.342325 0.112092
0 365 0.474701 -0.183395
1 365 0.34327 -0.108674
0 366 0.476988 -0.134553
1 366 0.339402 -0.0596319
0 367 0.478568 0.0975223
1 367 0.350492 0.165117
0 368 0.479898 -0.107417
1 368 0.343985 -0.0331627
0 369 0.481303 -0.0472564
1 369 0.351739 0.0221847
0 370 0.483058 -0.0430622
1 370 0.355233 0.0274587
0 370 0.483366 -0.0430289
0 371 0.483366 -0.0430289
1 371 0.355233 0.0274587
0 372 0.485769 -0.0481903
1 372 0.357283 0.022573
0 373 0.486455 -0.168627
1 373 0.346304 -0.0921259
0 374 0.486455 -0.168627
1 374 0.346304 -0.0921259
0 375 0.487053 -0.083221
1 375 0.349934 -0.00965282
0 376 0.487758 -0.0191082
1 376 0.359095 0.0505528
0 377 0.488148 0.0925228
1 377 0.3602 0.16032
0 378 0.489078 -0.0407231
1 378 0.36053 0.029654
0 379 0.489472 -0.0919067
1 379 0.351958 -0.0179303
0 380 0.490107 0.0869998
1 380 0.361767 0.154963
0 381 0.490114 -0.118122
1 381 0.353039 -0.0434477
0 382 0.492328 0.0500081
1 382 0.360617 0.118876
0 383 0.492432 -0.0495239
1 383 0.36412 0.0215768
0 384 0.494522 -0.0948869
1 384 0.357512 -0.0210903
0 385 0.499146 0.0555015
1 385 0.366975 0.124406
0 386 0.499146 0.0555015
1 386 0.366975 0.124406
0 387 0.500388 0.0708025
1 387 0.36919 0.138712
0 388 0.50112 -0.0707773
1 388 0.366171 0.00121204
0 389 0.502945 -0.203106
1 389 0.376245 -0.12814
0 390 0.505108 -0.194416
1 390 0.377934 -0.120408
0 391 0.507009 -0.0339358
1 391 0.376638 0.0371521
0 392 0.50732 0.0441282
1 392 0.374628 0.113512
0 393 0.508095 -0.0902722
1 393 0.371533 -0.0167352
0 394 0.508679 -0.104091
1 394 0.372455 -0.0311988
0 395 0.511667 0.0958915
1 395 0.389539 0.162776
0 396 0.51217 -0.19285
1 396 0.38529 -0.118036
0 397 0.512333 0.0526681
1 397 0.381092 0.121273
0 398 0.512887 0.0461004
1 398 0.380643 0.1149
0 399 0.512887 0.0461004
1 399 0.380643 0.1149
0 400 0.513012 -0.16371
1 400 0.39033 -0.0899778
0 401 0.513361 -0.168802
1 401 0.390581 -0.0938107
0 402 0.514098 -0.0223322
1 402 0.384353 0.0480927
0 403 0.515181 -0.225493
1 403 0.37464 -0.143599
0 404 0.518386 -0.383588
1 404 0.374235 -0.294958
0 405 0.518824 0.0655203
1 405 0.388427 0.134257
0 406 0.520125 0.0456899
1 406 0.389269 0.114928
0 407 0.520608 0.032721
1 407 0.391366 0.102124
0 408 0.521656 -0.123363
1 408 0.382875 -0.048659
0 409 0.521847 -0.181175
1 409 0.396876 -0.107541
0 410 0.522359 -0.0202781
1 410 -0.0378432 0.147006
0 411 0.523123 -0.134825
1 411 0.382998 -0.0592077
0 412 0.524113 0.0546523
1 412 0.393691 0.123888
0 413 0.524113 0.0546523
1 413 0.393691 0.123888
0 414 0.524571 -0.138641
1 414 0.384481 -0.0624705
0 415 0.526515 0.0624515
1 415 0.396423 0.131227
0 416 0.527906 0.0638955
1 416 0.399075 0.132209
0 417 0.528082 -0.202033
1 417 0.400291 -0.12739
0 418 0.531843 0.0585878
1 418 0.402353 0.127437
0 419 0.533234 0.049968
1 419 0.403631 0.117637
0 420 0.535395 0.0406661
1 420 0.408029 0.109513
0 421 0.535395 0.0406661
1 421 0.408029 0.109513
0 422 0.535397 -0.122335
1 422 0.396299 -0.047307
0 423 0.536457 0.0532503
1 423 0.407098 0.122412
0 424 0.537995 -0.024352
1 424 0.415713 0.0460766
0 425 0.538182 0.0467267
1 425 0.410462 0.116022
0 426 0.541387 -0.114954
1 426 0.403088 -0.0404674
0 427 0.541387 -0.114954
1 427 0.403088 -0.0404674
0 428 0.542117 -0.134113
1 428 0.401613 -0.0586223
0 429 0.543329 -0.126312
1 429 0.404127 -0.0511731
0 430 0.544832 0.0251196
1 430 0.421057 0.0936544
0 431 0.545724 -0.154519
1 431 0.404945 -0.0786059
0 432 0.545724 -0.154519
1 432 0.404945 -0.0786059
0 433 0.54731 -0.120697
1 433 0.408239 -0.0456621
0 434 0.54938 -0.0215852
1 434 0.428348 0.0467732
0 435 0.549619 -0.0280804
1 435 0.427817 0.0417212
0 436 0.550974 -0.0115283
1 436 0.429049 0.0584709
0 437 0.551464 -0.127097
1 437 0.412498 -0.0525533
0 438 0.552338 -0.157705
1 438 0.411659 -0.0817417
2 20 -0.327997 -0.017191
