12 2816 10312
1 92 -0.239422 -0.054723
0 93 -0.187887 -0.203955
1 93 0.154601 -0.154883
0 94 -0.185818 -0.137876
1 94 -0.231216 -0.158421
0 95 -0.185189 -0.227759
1 95 -0.222367 -0.241616
0 96 -0.18283 0.106695
1 96 -0.235815 0.0763207
0 97 -0.181717 -0.00267234
1 97 -0.223033 -0.0226098
0 98 -0.181387 -0.140125
1 98 -0.226718 -0.160857
0 99 -0.181372 -0.0458652
1 99 -0.229209 -0.0696909
0 100 -0.181314 -0.151008
1 100 -0.227642 -0.171321
0 101 -0.180426 -0.182839
1 101 -0.226219 -0.201715
0 102 -0.179505 -0.209048
1 102 -0.217334 -0.225077
0 103 -0.179097 -0.217832
1 103 -0.216367 -0.234159
0 104 -0.179097 -0.217832
1 104 -0.216367 -0.234159
0 105 -0.174268 -0.147422
1 105 -0.221138 -0.167175
0 106 -0.174268 -0.147422
1 106 -0.221138 -0.167175
0 107 -0.17372 -0.0295181
1 107 -0.223801 -0.0546546
0 108 -0.173614 -0.137424
1 108 -0.211849 -0.154999
0 109 -0.169128 -0.189924
1 109 -0.212536 -0.20734
0 110 -0.167311 0.00157986
1 110 -0.207273 -0.0221554
0 111 -0.165909 -0.145061
1 111 -0.213373 -0.164471
0 112 -0.165909 -0.145061
1 112 -0.213373 -0.164471
0 108 -0.165358 -0.135008
0 113 -0.164844 0.0396633
1 113 -0.221765 0.012797
0 114 -0.162387 -0.184272
1 114 -0.207411 -0.201746
0 115 -0.162035 -0.175853
1 115 -0.210005 -0.194437
0 116 -0.160077 0.106128
1 116 -0.221826 0.0761734
0 117 -0.158126 -0.142578
1 117 -0.206111 -0.161764
0 112 -0.158126 -0.142578
0 118 -0.157802 0.165312
1 118 -0.211762 0.135178
0 119 -0.155655 -0.185217
1 119 -0.199075 -0.201825
0 120 -0.155399 0.119983
1 120 -0.219465 0.0909649
0 121 -0.155306 -0.199743
1 121 -0.194035 -0.214821
0 122 -0.14944 -0.140548
1 122 -0.198025 -0.159658
0 123 -0.148615 -0.0431686
1 123 -0.193987 -0.0640997
0 124 -0.143917 -0.172254
1 124 -0.192754 -0.190203
0 125 -0.141622 0.0985784
1 125 -0.20264 0.0705726
0 126 -0.139902 -0.02163
1 126 -0.189993 -0.044195
0 127 -0.138809 0.0329659
1 127 -0.194513 0.00399346
0 128 -0.138505 -0.0295482
1 128 0.270481 0.0754919
0 129 -0.137965 -0.035628
1 129 -0.184454 -0.0564643
0 130 -0.137965 -0.035628
1 130 -0.184454 -0.0564643
0 131 -0.13737 -0.00102647
1 131 -0.18232 -0.0193104
0 132 -0.132355 0.020318
1 132 -0.186906 -0.00283045
0 133 -0.128941 -0.147308
1 133 -0.178819 -0.165391
0 134 -0.128941 -0.147308
1 134 -0.178819 -0.165391
0 135 -0.12619 -0.140289
1 135 -0.169303 -0.155144
0 136 -0.124713 -0.150391
1 136 -0.1745 -0.167911
0 137 -0.124215 0.119097
1 137 -0.19017 0.0933467
0 138 -0.121677 -0.164218
1 138 -0.17119 -0.181251
0 139 -0.120612 -0.145829
1 139 -0.170773 -0.163425
0 140 -0.120279 0.157608
1 140 -0.171703 0.129519
0 141 -0.120232 0.00425062
1 141 -0.170212 -0.0167749
0 142 -0.119525 0.0983352
1 142 -0.182025 0.0717479
0 143 -0.116967 0.107253
1 143 -0.179999 0.0806096
0 144 -0.11553 -0.103289
1 144 -0.167286 -0.121856
0 145 -0.111759 -0.0677318
1 145 -0.161199 -0.0858271
0 146 -0.110285 -0.126061
1 146 -0.161414 -0.14392
0 147 -0.108654 0.0956369
1 147 -0.172353 0.069241
0 148 -0.10684 -0.0721444
1 148 -0.156165 -0.0895531
0 149 -0.105835 -0.00719033
1 149 -0.149848 -0.0242154
0 150 -0.0985889 0.116062
1 150 -0.165745 0.0908692
0 151 -0.0973616 -0.141839
1 151 -0.148966 -0.158532
0 152 -0.0944508 0.0931049
1 152 -0.159011 0.0681192
0 153 -0.0891039 -0.0726173
1 153 0.101215 -0.0260366
0 154 -0.0867513 0.0370936
1 154 -0.15065 0.0137591
0 155 -0.0862867 -0.023192
1 155 -0.140783 -0.0442741
0 156 -0.0862867 -0.023192
1 156 -0.140783 -0.0442741
0 157 -0.0860957 0.115239
1 157 -0.146805 0.088822
0 158 -0.0832604 -0.127395
1 158 -0.135883 -0.143747
0 159 -0.0810044 0.039505
1 159 -0.144122 0.0157126
0 160 -0.0810044 0.039505
1 160 -0.144122 0.0157126
0 161 -0.0808301 0.0255299
1 161 -0.144513 0.00264077
0 162 -0.0785569 -0.0441032
1 162 -0.135555 -0.0632147
0 163 -0.0773962 0.0498885
1 163 -0.141413 0.0269741
0 164 -0.0748049 0.0431295
1 164 -0.138915 0.0205824
0 165 -0.0734318 -0.100515
1 165 -0.1279 -0.11716
0 166 -0.0718367 -0.116585
1 166 -0.125666 -0.13248
0 167 -0.0684644 0.03254
1 167 -0.132379 0.0105783
0 168 -0.0684644 0.03254
1 168 -0.132379 0.0105783
0 169 -0.0671404 0.014579
1 169 -0.13098 -0.00680737
0 170 -0.0650819 0.122774
1 170 -0.132697 0.0978049
0 171 -0.0629856 -0.161641
1 171 -0.108999 -0.173944
0 172 -0.0615806 0.0279575
1 172 -0.126676 0.00580785
0 173 -0.0565282 0.107555
1 173 -0.121704 0.083735
0 174 -0.0562263 0.0847512
1 174 -0.117362 0.0646029
0 175 -0.0545837 0.0175508
1 175 -0.118991 -0.00470188
0 176 -0.0529036 -0.0917918
1 176 -0.111404 -0.108282
0 177 -0.0510168 -0.0507743
1 177 -0.112275 -0.0715983
0 178 -0.0504104 0.0506469
1 178 -0.114257 0.0298981
0 179 -0.0479155 0.158995
1 179 -0.113839 0.139563
0 180 -0.0452789 -0.0437177
1 180 -0.108265 -0.062168
0 181 -0.0447877 -0.111603
1 181 -0.0998219 -0.126841
0 182 -0.0406918 -0.106437
1 182 -0.0963675 -0.121219
0 183 -0.0388148 -0.0337038
1 183 -0.101501 -0.0516566
0 184 -0.0374973 -0.0549948
1 184 -0.101044 -0.0725915
0 185 -0.0354768 -0.209992
1 185 -0.0846789 -0.21979
0 186 -0.0354768 -0.209992
1 186 -0.0846789 -0.21979
0 187 -0.0334268 -0.121363
1 187 -0.0890789 -0.135084
0 188 -0.0334268 -0.121363
1 188 -0.0890789 -0.135084
0 189 -0.0329113 0.119627
1 189 -0.102543 0.0973572
0 190 -0.0325987 -0.0115979
1 190 -0.0955084 -0.0335176
0 191 -0.031465 0.152375
1 191 -0.106677 0.12862
0 191 -0.0312265 0.153087
0 192 -0.0301522 0.173145
1 192 -0.106784 0.148964
0 193 -0.0289618 0.12968
1 193 -0.0994384 0.107353
0 194 -0.0272688 -0.0200868
1 194 -0.0889335 -0.0402162
0 195 -0.0268055 -0.0324451
1 195 -0.0912082 -0.0502248
0 196 -0.0264786 -0.0399019
1 196 -0.0911009 -0.0577108
0 197 -0.0264786 -0.0399019
1 197 -0.0911009 -0.0577108
0 198 -0.0256891 -0.134311
1 198 -0.0814725 -0.147228
0 199 -0.0251338 -0.0947774
1 199 -0.0849879 -0.110371
0 200 -0.0248155 0.101484
1 200 -0.0929556 0.0805957
0 201 -0.0248155 0.101484
1 201 -0.0929556 0.0805957
0 202 -0.0246871 -0.0719946
1 202 -0.0766183 -0.0810215
0 203 -0.0245502 0.041465
1 203 -0.093988 0.0203705
0 204 -0.0239069 0.146273
1 204 -0.0977214 0.123016
0 205 -0.0226764 0.157295
1 205 -0.0965979 0.13396
0 206 -0.021181 0.12764
1 206 -0.0914755 0.10596
0 207 -0.0190367 0.11249
1 207 -0.0888073 0.0913825
0 208 -0.0179802 0.143997
1 208 -0.0911157 0.121407
0 209 -0.017941 0.0615035
1 209 -0.0814126 0.0461905
0 210 -0.0171468 0.16656
1 210 -0.0917538 0.142999
0 211 -0.0162446 0.0908434
1 211 -0.0853728 0.0711068
0 212 -0.0162446 0.0908434
1 212 -0.0853728 0.0711068
0 213 -0.0155307 0.161055
1 213 -0.0885542 0.138029
0 214 -0.0121491 0.069802
1 214 -0.0782763 0.0510196
0 215 -0.00948441 0.135874
1 215 -0.0775241 0.116063
0 216 -0.00635455 0.0385057
1 216 -0.077159 0.019587
0 217 -0.00623801 0.0275633
1 217 -0.0764545 0.00819954
0 218 -0.00596614 0.113313
1 218 -0.0767403 0.0930409
0 219 -0.00588812 0.175656
1 219 -0.0811883 0.152678
0 220 -0.00534596 0.0642349
1 220 -0.076491 0.0439894
0 221 -0.00526113 0.106676
1 221 -0.0756145 0.0864249
0 222 -0.00514216 0.121596
1 222 -0.0752663 0.100084
0 223 -0.00508485 0.18696
1 223 -0.0826981 0.163004
0 224 -0.00497291 0.0336794
1 224 -0.075638 0.014455
0 225 -0.00346242 -0.0933834
1 225 -0.0677197 -0.107872
0 226 -0.00106294 0.0623786
1 226 -0.0717266 0.0418662
0 227 -0.000650973 0.102663
1 227 -0.0711913 0.0821666
0 228 -0.000106874 0.0291616
1 228 -0.0704403 0.00993915
0 229 0.000263742 0.10813
1 229 -0.0704152 0.0881127
0 230 0.000833744 0.0557928
1 230 -0.0701703 0.0357456
0 231 0.000833744 0.0557928
1 231 -0.0701703 0.0357456
0 232 0.00252672 0.11879
1 232 -0.0693864 0.0977088
0 233 0.00307708 0.0658826
1 233 -0.0683053 0.0462748
0 234 0.00318223 -0.0897723
1 234 -0.0614497 -0.104392
0 235 0.00518194 0.132276
1 235 -0.0676266 0.111872
0 236 0.00527758 0.105035
1 236 -0.065558 0.0851778
0 237 0.00588538 0.0381243
1 237 -0.0649589 0.0193308
0 238 0.00611598 0.0276641
1 238 -0.0648102 0.00902641
0 239 0.00632915 0.138853
1 239 -0.062268 0.119847
0 240 0.00668225 0.19268
1 240 -0.0728012 0.169552
0 241 0.0068846 -0.122072
1 241 -0.0567215 -0.13657
0 242 0.00808948 0.160609
1 242 -0.0659408 0.139762
0 243 0.00881364 0.0846669
1 243 -0.0609894 0.0656259
0 244 0.00911105 0.071098
1 244 -0.0569414 0.053065
0 245 0.00951572 0.111598
1 245 -0.0619768 0.0918285
0 246 0.00953352 -0.0946188
1 246 -0.0552628 -0.108505
0 247 0.0102987 -0.144368
1 247 -0.0521274 -0.156329
0 248 0.0106772 0.0237692
1 248 -0.0603145 0.00544363
0 249 0.0126472 0.095209
1 249 -0.0585032 0.0761231
0 250 0.0126635 0.139858
1 250 -0.0561968 0.121272
0 251 0.0126635 0.139858
1 251 -0.0561968 0.121272
0 252 0.0130052 -0.0475209
1 252 -0.0365141 -0.0588266
0 253 0.013038 0.0148619
1 253 -0.0580927 -0.00274386
0 254 0.0134928 0.185689
1 254 -0.0656228 0.163367
0 255 0.0163948 0.0325901
1 255 -0.0548435 0.0148513
0 256 0.0165222 -0.165328
1 256 -0.0432528 -0.17578
0 257 0.016992 0.17242
1 257 -0.0579251 0.152416
0 258 0.0182187 0.0731918
1 258 -0.0489774 0.0557674
0 259 0.0203304 0.0962977
1 259 -0.05122 0.0771285
0 260 0.0204438 0.118782
1 260 -0.0513274 0.0995396
0 261 0.0209901 0.105761
1 261 -0.0510111 0.0875898
0 262 0.0216254 -0.14668
1 262 -0.0416627 -0.158318
0 263 0.0225122 0.035152
1 263 -0.0492541 0.0172606
0 264 0.0249342 -0.0569893
1 264 -0.0251342 -0.066308
0 265 0.0251046 0.0565429
1 265 -0.0474564 0.0381683
0 266 0.0271436 0.167807
1 266 -0.03104 0.156625
0 267 0.0290184 0.120663
1 267 -0.0435201 0.101982
0 268 0.0300725 0.0264854
1 268 -0.0424735 0.00868865
0 269 0.0301916 -0.0892278
1 269 -0.0357744 -0.102306
0 270 0.0306801 0.0563359
1 270 -0.0420029 0.0385493
0 271 0.0318161 -0.21041
1 271 0.00616333 -0.214484
0 272 0.0333821 -0.093159
1 272 -0.0328186 -0.106088
0 273 0.0347051 0.157715
1 273 -0.0356156 0.140112
0 274 0.0347978 0.0830303
1 274 -0.0265713 0.0670342
0 275 0.0364745 0.110929
1 275 -0.0360665 0.0931538
0 276 0.0388564 0.107234
1 276 -0.0335746 0.0894629
0 277 0.0388564 0.107234
1 277 -0.0335746 0.0894629
0 278 0.0440389 -0.196933
1 278 -0.0136887 -0.204678
0 279 0.0469177 -0.0953111
1 279 -0.0196128 -0.10752
0 280 0.0489127 0.126381
1 280 -0.0255423 0.108281
0 281 0.0492962 0.134959
1 281 -0.0276588 0.116168
0 282 0.0511684 -0.147417
1 282 -0.0136506 -0.158054
0 283 0.0532569 0.0802106
1 283 -0.0137003 0.068179
0 284 0.0553342 -0.150823
1 284 -0.00966037 -0.160651
0 285 0.0577061 -0.0998306
1 285 -0.00964577 -0.11127
0 286 0.0577061 -0.0998306
1 286 -0.00964577 -0.11127
0 287 0.0597304 -0.148609
1 287 -0.00544353 -0.158498
0 288 0.0597304 -0.148609
1 288 -0.00544353 -0.158498
0 289 0.0598971 0.146559
1 289 -0.015348 0.128292
0 290 0.060089 -0.2022
1 290 0.00508635 -0.206629
0 291 0.0603719 0.126737
1 291 -0.0140405 0.110073
0 292 0.0612663 0.0696576
1 292 -0.00818867 0.0548409
0 293 0.0616361 0.0820919
1 293 -0.00975037 0.0671006
0 294 0.0639633 0.123434
1 294 -0.0106961 0.10642
0 295 0.0640227 -0.155793
1 295 -0.00139261 -0.164714
0 296 0.0641775 -0.096856
1 296 -0.00342796 -0.108111
0 297 0.0642381 -0.101687
1 297 -0.00353864 -0.112632
0 298 0.0657249 -0.0832643
1 298 -0.00216907 -0.094713
0 299 0.0670292 -0.0907256
1 299 -0.000166203 -0.101721
0 300 0.067631 0.0945719
1 300 -0.172274 0.020852
0 301 0.0686725 0.152075
1 301 -0.00641911 0.135276
0 302 0.0687614 0.127267
1 302 -0.00550489 0.110926
0 303 0.0687614 0.127267
1 303 -0.00550489 0.110926
0 304 0.0708438 -0.139961
1 304 0.00468465 -0.149195
0 305 0.0715934 -0.0985979
1 305 0.00378665 -0.109459
0 306 0.0761003 0.151693
1 306 0.000856944 0.135514
0 307 0.0788297 -0.145186
1 307 0.03477 -0.149999
0 308 0.0793983 0.158198
1 308 0.00350919 0.14199
0 309 0.0796481 -0.0978859
1 309 0.0114788 -0.108387
0 310 0.0796481 -0.0978859
1 310 0.0114788 -0.108387
0 311 0.0799451 0.0830283
1 311 0.00612603 0.0686096
0 312 0.0870545 -0.141645
1 312 0.0195402 -0.150094
0 313 0.0876475 -0.0999957
1 313 0.0192958 -0.1098
0 314 0.0890522 -0.132032
1 314 0.0198909 -0.141838
0 315 0.0894193 -0.13656
1 315 0.0212228 -0.145479
0 316 0.0914234 0.153729
1 316 0.0156358 0.138419
0 317 0.0914234 0.153729
1 317 0.0156358 0.138419
0 318 0.093063 -0.104682
1 318 0.0253004 -0.113935
0 319 0.0947642 -0.203241
1 319 0.037471 -0.208911
0 320 0.0957615 0.0867242
1 320 0.0205435 0.0726574
0 321 0.0961033 -0.036154
1 321 0.0239621 -0.0477967
0 322 0.0961033 -0.036154
1 322 0.0239621 -0.0477967
0 323 0.0974697 -0.154343
1 323 0.0302619 -0.161345
0 324 0.102473 0.149507
1 324 0.0272144 0.135782
0 325 0.102473 0.149507
1 325 0.0272144 0.135782
0 326 0.102962 -0.10359
1 326 0.0344115 -0.112569
0 327 0.103404 -0.031779
1 327 0.0308372 -0.0429301
0 328 0.103438 -0.140974
1 328 0.034866 -0.14997
0 307 0.103438 -0.140974
0 329 0.103727 -0.0463985
1 329 0.0312923 -0.0568886
0 330 0.103727 -0.0463985
1 330 0.0312923 -0.0568886
0 331 0.104183 0.0978729
1 331 0.0275308 0.0829066
0 332 0.10421 0.0819414
1 332 0.0305676 0.0693636
0 333 0.105637 -0.208453
1 333 0.0455591 -0.212364
0 334 0.107435 -0.165492
1 334 0.0399456 -0.172317
0 335 0.108171 -0.0855962
1 335 0.039003 -0.0934556
0 336 0.108936 -0.0284513
1 336 0.0361028 -0.0395003
0 337 0.109237 0.134055
1 337 0.0330113 0.120162
0 338 0.110789 -0.0416616
1 338 0.0379423 -0.0520987
0 339 0.113166 0.121146
1 339 0.0368309 0.107748
0 340 0.116245 -0.0381715
1 340 0.0433346 -0.0484846
0 333 0.117503 -0.209007
0 341 0.118629 0.120695
1 341 0.0419987 0.107511
0 342 0.123793 0.128453
1 342 0.0471637 0.11561
0 343 0.124295 -0.113495
1 343 0.0553013 -0.121034
0 344 0.124993 -0.0259176
1 344 0.0518193 -0.0359653
0 345 0.126925 0.038256
1 345 0.0521449 0.0268089
0 346 0.129717 -0.212071
1 346 0.0670272 -0.215151
0 347 0.13057 0.100166
1 347 0.0537839 0.0880823
0 348 0.131651 -0.196765
1 348 0.0676767 -0.200267
0 349 0.135561 -0.143451
1 349 0.0651136 -0.150175
0 350 0.138998 -0.128079
1 350 0.20545 -0.10378
0 351 0.140404 -0.158639
1 351 0.070667 -0.163775
0 352 0.141262 -0.0500822
1 352 0.0707867 -0.0579454
0 353 0.141262 -0.0500822
1 353 0.0707867 -0.0579454
0 354 0.141496 -0.0204877
1 354 0.0666545 -0.0302361
0 355 0.141496 -0.0204877
1 355 0.0666545 -0.0302361
0 356 0.142164 -0.0157804
1 356 0.0677581 -0.0253874
0 357 0.143024 -0.0252609
1 357 0.0657382 -0.037882
0 358 0.145206 0.0917229
1 358 0.0683598 0.0805646
0 359 0.145671 0.0652159
1 359 0.0726571 0.0558164
0 360 0.147589 -0.0595863
1 360 0.0775136 -0.0664868
0 361 0.148163 -0.0701115
1 361 0.0814215 -0.0760613
0 362 0.149003 -0.020321
1 362 0.0739663 -0.0289337
0 363 0.149058 -0.00885627
1 363 0.0746625 -0.0178523
0 364 0.149058 -0.00885627
1 364 0.0746625 -0.0178523
0 365 0.149058 -0.00885627
1 365 0.0746625 -0.0178523
0 366 0.150598 -0.146336
1 366 0.0807172 -0.151646
0 367 0.150688 0.129377
1 367 0.0820273 0.118254
0 368 0.152329 0.0802049
1 368 0.0772702 0.070685
0 369 0.153888 0.0220179
1 369 0.0771646 0.0109829
0 370 0.156724 0.0472669
1 370 0.0837405 0.0387387
0 371 0.156982 -0.116939
1 371 0.0870818 -0.122704
0 372 0.159269 0.0576523
1 372 0.0864543 0.0489088
0 373 0.160923 0.0638454
1 373 0.0876086 0.0552566
0 374 0.162946 0.0691261
1 374 0.0896615 0.0606438
0 375 0.16296 -0.0101787
1 375 0.0874618 -0.0185122
0 376 0.163054 -0.0904081
1 376 0.0936339 -0.095912
0 377 0.163137 0.044174
1 377 0.0899365 0.0359049
0 376 0.16475 -0.0901889
0 378 0.165396 -0.0796886
1 378 0.0968146 -0.0868061
0 379 0.166469 0.0564671
1 379 0.0935645 0.0485449
0 380 0.166857 0.000936332
1 380 0.0911707 -0.00755641
0 381 0.167846 -0.247108
1 381 0.10865 -0.24646
0 382 0.168423 0.111143
1 382 0.0929691 0.104022
0 383 0.17238 0.0583182
1 383 0.0989311 0.0504415
0 153 0.172423 -0.019849
0 384 0.172778 0.0927867
1 384 0.0976403 0.0833693
0 385 0.173669 -0.145809
1 385 0.10235 -0.149558
0 386 0.174213 0.0088395
1 386 0.097855 0.000873238
0 387 0.174213 0.0088395
1 387 0.097855 0.000873238
0 388 0.175245 -0.226236
1 388 0.122647 -0.224086
0 389 0.175245 -0.226236
1 389 0.122647 -0.224086
0 390 0.178622 -0.0858903
1 390 -0.150776 -0.144759
0 391 0.179654 -0.112119
1 391 0.108632 -0.115963
0 392 0.180411 0.0495194
1 392 0.106844 0.0414838
0 393 0.183028 0.0309126
1 393 0.105544 0.0228717
0 394 0.188311 0.00760083
1 394 0.111452 0.000586252
0 395 0.188559 0.0264148
1 395 0.111336 0.018953
0 396 0.18859 0.0345642
1 396 0.0928688 0.0210749
0 397 0.189712 -0.00868409
1 397 0.118563 -0.0132478
0 398 0.189712 -0.00868409
1 398 0.118563 -0.0132478
0 399 0.190854 0.0132152
1 399 0.113421 0.00602613
0 400 0.191526 -0.114831
1 400 0.121067 -0.117894
0 401 0.191738 -0.0697154
1 401 0.114558 -0.0757641
0 402 0.193162 0.0429383
1 402 0.119297 0.0351631
0 403 0.194636 -0.24035
1 403 0.136076 -0.237587
0 404 0.195457 -0.0156043
1 404 0.127572 -0.0194085
0 405 0.195567 0.0175575
1 405 0.118654 0.0104143
0 406 0.19628 -0.0619933
1 406 0.118704 -0.0680264
0 407 0.200469 0.00791031
1 407 0.125354 0.00262984
0 408 0.200719 -0.000379573
1 408 0.130646 -0.00312444
0 409 0.201138 0.0364807
1 409 0.123293 0.0296729
0 410 0.204025 0.0295748
1 410 0.126269 0.0230228
0 411 0.204025 0.0295748
1 411 0.126269 0.0230228
0 412 0.207384 -0.0711712
1 412 0.130123 -0.0761823
0 413 0.208269 -0.070693
1 413 0.130906 -0.0757899
0 414 0.209205 0.00295922
1 414 0.138578 -9.96788e-05
0 415 0.211092 -0.0510842
1 415 0.13314 -0.0561041
0 416 0.211393 -0.222636
1 416 0.152028 -0.220595
0 417 0.21168 -0.0780158
1 417 0.134974 -0.0819592
0 418 0.212523 -0.256454
1 418 0.152846 -0.252559
0 419 0.215436 -0.0680045
1 419 0.13804 -0.0717938
0 420 0.216358 -0.148355
1 420 0.150259 -0.148404
0 421 0.218011 -0.047902
1 421 0.139465 -0.0529157
0 422 0.218011 -0.047902
1 422 0.139465 -0.0529157
0 423 0.219454 0.0924543
1 423 0.145153 0.0899465
0 424 0.220405 -0.238303
1 424 0.163893 -0.233345
0 425 0.220462 -0.223589
1 425 0.160237 -0.221168
0 426 0.220957 -0.126759
1 426 0.15372 -0.129657
0 93 0.220968 -0.154987
0 427 0.221694 -0.180365
1 427 0.163394 -0.176072
0 428 0.222432 0.016771
1 428 0.149712 0.0134191
0 429 0.222859 -0.111787
1 429 0.148322 -0.11239
0 430 0.222859 -0.111787
1 430 0.148322 -0.11239
0 431 0.225145 -0.138596
